protein1_uniprot,protein2_uniprot,interaction_type
Q99750,P55064,1
Q99750,Q15906,1
Q99750,Q8NA54,1
Q99750,Q96LL4,1
Q99750,Q14296,1
Q99750,Q8WXS3,1
Q99750,Q9H7H0,1
Q99750,O15015,1
Q99750,Q96ES6,1
Q99750,Q03518,1
Q99750,Q9NUU7,1
Q99750,Q96H86,1
Q99750,P17482,1
Q99750,Q8NDP4,1
Q99750,Q8IYI8,1
Q99750,Q9P0T4,1
Q99750,Q8TAU3,1
Q99750,Q14781,1
Q99750,Q9H9D4,1
Q99750,Q8NEC5,1
Q99750,Q9HB75,1
Q99750,Q8N715,1
Q99750,Q96C28,1
Q99750,Q8IZC7,1
Q99750,Q01844,1
Q99750,Q9BT49,1
Q99750,Q9BR84,1
Q99750,O00144,1
Q99750,Q6ZU52,1
Q99750,Q3YEC7,1
Q99750,P52737,1
Q99750,Q8IYX0,1
Q99750,Q8TC90,1
Q99750,Q9UQ90,1
Q99750,Q02040,1
Q99750,Q96SK3,1
Q99750,Q5T681,1
Q99750,O60269,1
Q99750,Q8IYR0,1
Q99750,P29972,1
Q99750,O43299,1
Q99750,Q8IYR0,1
P30281,P38936,1
P30281,P11802,1
P30281,O95967,1
P30281,Q9H063,1
Q96EK7,Q12933,1
Q14738,Q13136,1
O43598,O43598,1
O60547,O60547,1
Q9P209,Q9UM82,1
Q9P209,Q8TAU3,1
Q9P209,Q6ZU52,1
P56597,Q96IM9,1
P56597,Q8WWB3,1
Q96DC7,Q9UMX0,1
Q9Y5P4,Q9Y5P4,1
Q9Y5P4,Q9NQC3,1
Q9Y5P4,P78368,1
Q9Y5P4,O95197,1
Q9Y5P4,Q13352,1
Q9Y5P4,Q96HA1,1
Q99614,Q03154,1
P36406,P36406,1
P36406,Q9H4K1,1
P36406,Q0VDD7,1
P36406,Q8NFF5,1
P36406,P55040,1
P36406,Q15637,1
P36406,Q9P0T4,1
P36406,P15622,1
P36406,Q96HA1,1
P09619,Q9BQ66,1
Q9Y2J4,Q9Y2J4,1
Q9Y2J4,P61952,1
Q9Y2J4,P51116,1
Q9Y2J4,Q00013,1
Q9Y2J4,P19012,1
Q9Y2J4,P35900,1
Q9Y2J4,Q96CN9,1
Q8NHQ1,Q9P2K3,1
Q8NHQ1,Q7Z3B3,1
Q8NHQ1,Q9H0I2,1
Q8NHQ1,Q9BUY5,1
Q8NHQ1,O95251,1
Q8NHQ1,Q14134,1
Q8NHQ1,Q9BVJ6,1
Q8NHQ1,Q96BR9,1
Q8NHQ1,Q9H9D4,1
Q8NHQ1,Q15834,1
Q8NHQ1,P48552,1
Q8NHQ1,Q8IYF1,1
Q9UBF6,Q9NQX7,1
Q14188,O75461,1
O75830,Q9UMX0,1
Q9BUL8,O00506,1
P04899,O15162,1
Q92734,O15162,1
Q13191,Q9H8Y8,1
Q13191,O60504,1
Q9NRQ2,O95967,1
Q9NRQ2,O15162,1
Q9NRQ2,Q9BQ66,1
P24534,P26641,1
Q9H8S9,Q15834,1
Q9Y2W7,Q8N6Q3,1
O75886,O95630,1
O75886,Q15038,1
O75886,O14964,1
Q9UHY1,Q9H4K1,1
Q9UHY1,Q9Y3Q8,1
Q9BSM1,Q13137,1
Q9NQC3,P51116,1
Q9NQC3,O95197,1
Q9NQC3,Q14088,1
Q9NQC3,Q9H8W4,1
P42224,P25791,1
P42224,Q8N9N8,1
P32242,Q93062,1
P32242,Q9BQ66,1
Q9Y3A3,Q15834,1
Q9Y3A3,O94989,1
Q9BRC7,Q9HCM9,1
O75716,Q6UY14,1
O75716,P49247,1
P37235,Q9NP66,1
Q9H8Y8,P16083,1
Q9H8Y8,Q12933,1
Q9H8Y8,P60891,1
Q9H8Y8,P61457,1
Q9H8Y8,Q9Y3Q8,1
Q9H8Y8,P37198,1
Q9H8Y8,P15531,1
Q9H8Y8,P14174,1
Q9H8Y8,O95073,1
O14548,P43364,1
P63165,Q8NCR3,1
Q08170,Q13247,1
P24522,Q13561,1
P32929,P32929,1
Q8IYI6,Q8N6Y0,1
Q8IYI6,P08727,1
Q8IYI6,P19012,1
Q8IYI6,P35900,1
Q8IYI6,Q15834,1
Q8IYI6,O14964,1
Q99598,O95257,1
Q99598,Q96AQ6,1
Q99598,Q96HT8,1
Q9HB90,Q7L523,1
O00214,Q13137,1
Q9UM19,Q99576,1
Q53G59,Q53G59,1
Q53G59,Q9H204,1
Q53G59,P27658,1
Q53G59,Q92997,1
Q53G59,Q9UBV8,1
Q53G59,Q7Z614,1
Q53G59,P46379,1
Q53G59,Q9NZ81,1
Q07002,Q15834,1
Q14376,Q14376,1
O43395,Q969Y2,1
O43395,Q92997,1
O43395,Q9C005,1
O43395,Q15834,1
O94829,Q15699,1
Q06830,Q14653,1
Q92569,Q14919,1
Q96CB9,Q01844,1
Q96CB9,P43364,1
Q01658,Q9NRF9,1
Q9UKA9,Q13137,1
Q9UKA9,P98175,1
Q68CQ4,P43364,1
Q9BUV0,P49761,1
Q9P2K3,Q14687,1
Q9P2K3,P19012,1
P02766,P18848,1
Q9H204,Q8N6Y0,1
Q9H204,P43364,1
P10451,Q8WYA6,1
P10451,Q9NR12,1
Q9Y4X4,Q96KQ7,1
P30279,P38936,1
Q01105,Q9BT49,1
Q13049,Q9UMX0,1
Q13049,O76083,1
Q9HC98,Q15834,1
Q9BPZ7,Q00587,1
Q9Y283,Q9NWT6,1
Q9UFG5,Q0VDD7,1
Q9UFG5,Q5SW79,1
Q9UFG5,Q15834,1
Q53FD0,Q13137,1
Q53FD0,P19012,1
Q53FD0,P35900,1
Q53FD0,Q15834,1
Q9BSR8,Q9GZM5,1
O14879,O14879,1
O14879,P09913,1
O14879,Q05D60,1
O14879,P09914,1
Q9NTM9,Q9NTM9,1
Q9NTM9,Q6IA69,1
Q9NTM9,Q9GZT8,1
Q9NTM9,Q6ZVK8,1
P50539,P61244,1
Q7Z3B3,Q12933,1
Q7Z3B3,Q8N6Y0,1
Q7Z3B3,P61289,1
Q7Z3B3,Q13137,1
Q7Z3B3,P19012,1
Q7Z3B3,Q15834,1
Q96JE7,P55735,1
Q8IYF3,Q5T5P2,1
Q8IYF3,P38936,1
Q8IYF3,P09327,1
Q8IYF3,Q9H4K1,1
Q8IYF3,Q96IQ9,1
Q8IYF3,Q16828,1
Q8IYF3,Q9BT92,1
Q8IYF3,Q53TS8,1
Q8IYF3,Q9UNH6,1
Q8IYF3,Q8WW14,1
Q8IYF3,Q9Y3Q8,1
Q8IYF3,Q96M91,1
Q8IYF3,Q5T013,1
Q8IYF3,P48552,1
Q8IYF3,Q6ZU52,1
Q8IYF3,Q96HA1,1
Q8IYF3,Q96FH0,1
Q8IYF3,Q96GY3,1
P36575,Q14749,1
P36575,Q96IT1,1
Q5T5P2,O60504,1
Q5T5P2,P51116,1
Q5T5P2,P19012,1
Q5T5P2,Q96CN9,1
Q8TC92,Q16206,1
Q8TC92,Q9GZT8,1
Q9NX45,Q8IYF1,1
O15198,Q13485,1
O14508,Q05397,1
P25208,Q14919,1
Q9Y3C0,Q96CV9,1
Q9Y3C0,Q9NYB9,1
Q9Y3C0,Q96AQ6,1
Q9Y3C0,Q96EZ8,1
Q9Y3C0,P02538,1
Q9Y3C0,P37198,1
Q9Y3C0,O75506,1
O60504,Q96MA1,1
O60504,Q6UY14,1
O60504,P38159,1
O60504,Q8N684,1
O60504,P61978,1
O60504,Q6ZU52,1
O60504,O96006,1
P16860,Q01844,1
O43791,O95197,1
O43791,Q7Z7J5,1
O43791,Q99836,1
O43791,P35638,1
O43791,P28702,1
Q7L190,Q7Z7J5,1
Q7L190,P46108,1
Q7L190,O95751,1
Q9NP64,Q9H190,1
P17040,P57086,1
Q5T3J3,Q9Y3T9,1
P50995,O15162,1
O95201,Q12933,1
O95201,Q13137,1
O95201,Q15834,1
Q8NF64,Q13526,1
Q8NF64,Q9Y467,1
P26992,O15162,1
P26992,Q9BQ66,1
Q8NHQ8,Q96NE9,1
Q8NHQ8,P55036,1
Q7Z6B0,Q01844,1
Q9H0M0,Q01844,1
Q9H0M0,Q15038,1
O00148,P82979,1
Q16512,Q15834,1
Q9BRR9,Q93062,1
Q53HV7,Q93062,1
Q13287,P25786,1
Q13287,Q9Y6C2,1
Q13287,P23434,1
Q13287,Q9NVZ3,1
Q13287,O75971,1
Q13287,Q8N4P3,1
Q13287,O14964,1
Q13287,P0DPH7,1
Q9UIF8,P56545,1
P33552,Q9Y3Q8,1
Q9ULA0,P21673,1
Q9ULA0,Q6UY14,1
Q9H5Z6,O95967,1
Q9H5Z6,Q15834,1
Q9H0I2,Q12933,1
Q9H0I2,Q13137,1
Q9H0I2,Q93062,1
Q9H0I2,Q9Y3Q8,1
Q9H0I2,Q15834,1
Q9H0I2,Q9BUH8,1
Q9H0I2,O15162,1
Q9H0I2,Q9NR12,1
Q13247,Q15287,1
Q9UL26,Q8NEU8,1
Q9UJ70,Q9UJ70,1
Q9UJ70,Q5M9N0,1
Q9UJ70,Q9UI36,1
Q15013,P19012,1
Q14749,Q14749,1
Q14749,P49407,1
Q14749,Q9H8W4,1
Q14749,Q9GZT8,1
Q14749,Q6ZVK8,1
P38936,P12004,1
P38936,Q15834,1
Q9BSJ1,O43597,1
Q9BSJ1,P43364,1
Q9BXC9,P61289,1
Q14141,Q15019,1
Q14141,Q8WYJ6,1
Q9H6L4,Q8WZ19,1
A9UHW6,Q9NUU7,1
A9UHW6,O14964,1
Q9BVV2,Q13137,1
Q9BVV2,O60232,1
Q9BVV2,Q15834,1
Q9BVV2,Q9NR12,1
P50552,O60936,1
P50552,Q96MA1,1
P50552,O15162,1
P50552,O00308,1
Q9H190,Q9BU76,1
Q9H190,Q96CG3,1
Q9H190,Q7Z7J5,1
Q9H190,Q8N7W2,1
Q9H190,Q9NZ81,1
P60981,P63261,1
Q9BQP7,P43364,1
P61244,Q9H8W4,1
Q9NP97,O14576,1
Q5JVF3,Q6ZVN7,1
Q9BTD8,P61978,1
Q9BTD8,Q13643,1
Q9UBT2,Q9UBE0,1
P04424,P47897,1
P42229,P43365,1
Q63HM2,P09467,1
Q15475,Q15834,1
Q15398,Q12933,1
P54652,Q9NZL4,1
Q5TA45,O15162,1
Q12933,Q12933,1
Q12933,Q13526,1
Q12933,Q9H4K1,1
Q12933,P51116,1
Q12933,O43597,1
Q12933,Q13137,1
Q12933,Q15306,1
Q12933,O60941,1
Q12933,Q8TBE0,1
Q12933,Q8N5R6,1
Q12933,Q9NVF7,1
Q12933,Q96CG3,1
Q12933,Q70EK8,1
Q12933,Q969F0,1
Q12933,Q9NRN7,1
Q12933,Q86TN4,1
Q12933,Q9NVZ3,1
Q12933,Q9UKG1,1
Q12933,Q5T124,1
Q12933,Q9UM82,1
Q12933,O15015,1
Q12933,Q9C0A6,1
Q12933,O95990,1
Q12933,O43298,1
Q12933,Q9UBZ4,1
Q12933,O43566,1
Q12933,Q15560,1
Q12933,P47897,1
Q12933,Q9BQA5,1
Q12933,Q8N9N5,1
Q12933,Q9Y4K3,1
Q12933,Q8N8B7,1
Q12933,P54725,1
Q12933,P48552,1
Q12933,Q9BT49,1
Q12933,Q8TES7,1
Q12933,Q6ZU52,1
Q12933,Q9GZT8,1
Q12933,Q9BZY9,1
Q12933,Q8IYF1,1
Q12933,Q6ZVK8,1
Q96QF0,Q8TBN0,1
Q92630,O95073,1
Q9NQA5,Q01844,1
Q13526,Q15233,1
Q13526,Q93062,1
Q13526,Q9Y3Q8,1
Q8N490,P43364,1
P26651,Q15834,1
Q9BPW5,Q01844,1
P22234,P22234,1
P22234,P51116,1
P22234,Q6ZVK8,1
Q9BY27,Q9NS73,1
Q9BY27,P08727,1
Q9BY27,P19012,1
Q9BY27,Q8N5I3,1
P18848,Q96EY7,1
P18848,Q13227,1
P18848,O95751,1
P18848,Q99871,1
Q00587,Q93062,1
Q00587,Q13643,1
Q00587,O15162,1
Q00587,Q9BQ66,1
Q9H4K1,Q969Y2,1
Q9H4K1,Q8N6Y0,1
Q9H4K1,P14136,1
Q9H4K1,Q5JR59,1
Q9H4K1,Q8WXE1,1
Q9H4K1,P19012,1
Q9H4K1,O95967,1
Q9H4K1,P14923,1
Q9H4K1,Q15834,1
Q9H4K1,Q9BUH8,1
Q9H4K1,O95073,1
Q04695,Q15834,1
Q04695,P02538,1
Q9H875,P43364,1
Q16718,Q15834,1
Q16718,Q15038,1
Q16718,O75438,1
Q99259,P46952,1
Q9P2K8,Q01844,1
P33316,Q9UM82,1
P33316,Q6ZVK8,1
Q9BUX1,Q9BQY4,1
Q9P2Z0,Q9BQ66,1
Q9P2Z0,Q96FJ2,1
P25786,P51946,1
P25786,Q13137,1
P25786,Q9Y3Q8,1
P25786,P19012,1
P25786,Q15834,1
P25786,O95073,1
P32321,P32321,1
P32321,Q9GZT8,1
P32321,Q6ZVK8,1
P51116,P51116,1
P51116,P61289,1
P51116,Q9NVV9,1
P51116,O95197,1
P51116,Q13137,1
P51116,Q14134,1
P51116,Q8N5R6,1
P51116,Q15233,1
P51116,P38159,1
P51116,Q9NS73,1
P51116,P49247,1
P51116,Q93062,1
P51116,Q96BR9,1
P51116,P35520,1
P51116,Q96CW1,1
P51116,Q7Z7J5,1
P51116,Q9HAF1,1
P51116,Q5VSY0,1
P51116,P09467,1
P51116,P61457,1
P51116,Q9Y3Q8,1
P51116,P02794,1
P51116,Q15041,1
P51116,P35900,1
P51116,O60232,1
P51116,Q15834,1
P51116,Q8WVF5,1
P51116,O95751,1
P51116,Q86SE5,1
P51116,Q96EZ8,1
P51116,Q8N5I3,1
P51116,Q5T681,1
P51116,Q9UIC8,1
P55273,P11802,1
Q56P03,Q9Y312,1
Q9UBL3,Q9C005,1
Q9BSW2,Q14134,1
P21673,P21673,1
P21673,Q96I25,1
P21673,Q9BSH4,1
P21673,Q9BQ70,1
P21673,Q96F10,1
P21673,Q9NVL1,1
P21673,Q9Y3Q8,1
P21673,P17482,1
Q9NVN8,O95751,1
O95257,P57060,1
Q969Y2,Q969Y2,1
Q969Y2,Q5TAQ9,1
Q969Y2,Q9NP50,1
Q8N6Y0,Q8N6Y0,1
Q8N6Y0,Q9UGJ1,1
Q8N6Y0,Q9BT78,1
Q8N6Y0,Q8N5R6,1
Q8N6Y0,Q8TAB5,1
Q8N6Y0,Q96HB5,1
Q8N6Y0,Q969F0,1
Q8N6Y0,Q86YR5,1
Q8N6Y0,Q9NTK1,1
Q8N6Y0,Q9UJW9,1
Q8N6Y0,O95990,1
Q8N6Y0,Q8WWB3,1
Q8N6Y0,P08727,1
Q8N6Y0,P19012,1
Q8N6Y0,Q14005,1
Q8N6Y0,Q96CN9,1
Q8N6Y0,Q9UPT5,1
Q8N6Y0,Q96MT8,1
Q8N6Y0,Q9BVI4,1
Q8N6Y0,O14964,1
Q8N6Y0,Q8TES7,1
Q8N6Y0,O43663,1
Q8N6Y0,O15287,1
Q8WWV3,Q9UPT5,1
O43707,Q9NPC6,1
O43707,Q9NP98,1
Q9BWG4,Q9UBH0,1
Q9BWG4,Q86U70,1
Q9H0B3,P0DP24,1
Q9H0B3,P0DP25,1
Q9H0B3,P27482,1
Q9H0B3,P0DP23,1
Q9Y4Z0,Q13137,1
Q9BSL1,Q15038,1
Q9Y3M9,Q15834,1
P00966,P00966,1
Q9BWQ6,Q96EC8,1
Q9BUY5,Q13137,1
Q9BUY5,O95967,1
Q9BUY5,Q15834,1
Q9BUY5,Q9BQ66,1
Q9Y312,P36382,1
P14136,Q9UGJ1,1
P14136,Q5T2W1,1
P14136,Q6ZU52,1
P14136,Q96HA1,1
P14136,Q9NR12,1
P14136,Q96JP2,1
Q14687,Q93062,1
Q14687,Q6ZVK8,1
Q9Y248,Q9BRT9,1
Q9UJ83,Q9UJ83,1
Q9UJ83,Q96E35,1
Q92609,Q96CW1,1
P50479,Q93062,1
P61289,P61289,1
P61289,P84101,1
P61289,P27987,1
P61289,Q8TBK6,1
P61289,Q64LD2,1
P61289,Q6ZVK8,1
Q9BRG1,Q9BQY4,1
Q9BRG1,Q96GX9,1
Q9BRG1,Q96H20,1
Q13136,Q9NS73,1
Q9BQY4,Q9BQY4,1
Q9BQY4,P84101,1
Q9BQY4,Q93062,1
Q9BQY4,Q96A09,1
Q9BQY4,Q96PV6,1
Q9BQY4,Q9BTL3,1
Q9BQY4,O95967,1
Q9BQY4,Q8NEK8,1
Q9BQY4,O95471,1
Q9BQY4,Q01844,1
Q9BQY4,Q15038,1
Q9BQY4,P57052,1
Q9BQY4,Q8TES7,1
Q9BQY4,Q8WWR8,1
P10276,P48443,1
P10276,P28702,1
O75525,Q8TBE0,1
O75525,Q8N5R6,1
O75525,P38159,1
O75525,P61978,1
O75525,Q9H9D4,1
O75525,Q8IUQ4,1
O75525,Q6ZVK8,1
Q9Y5P3,P56545,1
Q9Y5P3,Q96EQ0,1
Q9NVV9,Q9NVV9,1
Q9NVV9,Q9BU76,1
Q9NVV9,Q8TBK6,1
Q9NVV9,Q96SI9,1
Q9NVV9,Q9H9D4,1
Q9NVV9,Q86SE5,1
Q9NVV9,P37198,1
Q9NVV9,Q6EEV4,1
Q0VDD7,Q0VDD7,1
Q0VDD7,Q13227,1
Q0VDD7,Q9BT78,1
Q0VDD7,Q9UBV8,1
Q0VDD7,Q01844,1
Q0VDD7,Q3YEC7,1
P19474,Q9GZT8,1
Q15345,Q93062,1
P53365,Q13352,1
Q9BT40,Q15041,1
P84243,Q96KQ7,1
Q13227,P57077,1
Q9Y221,O96006,1
Q9H1Q7,O15162,1
P60880,O75558,1
Q9UKK6,Q9H4D5,1
Q9UKK6,Q9UBU9,1
P49321,Q71DI3,1
P49321,P68431,1
Q5JR59,Q8TAB5,1
Q5JR59,O00444,1
Q5JR59,Q8N720,1
Q9BXY8,Q15834,1
Q9BXY8,P43364,1
Q9BXY8,Q9BQ66,1
O95197,O95197,1
O95197,Q14088,1
O95197,P43378,1
O95197,Q9H8W4,1
P62324,Q9UFF9,1
P29218,P29218,1
O60293,Q15834,1
P21266,P21266,1
P62244,Q9UKW6,1
P62244,Q01844,1
P51946,O60232,1
Q8IXK0,Q8IXK0,1
Q8IXK0,Q9UHJ3,1
Q8IXK0,Q13643,1
Q8IXK0,Q96EZ8,1
Q9UJC3,P15622,1
Q8WVD3,Q8IYR0,1
Q8WVD3,Q8IYR0,1
Q68CL5,Q01844,1
Q9UMX0,Q9UMX0,1
Q9UMX0,P48723,1
Q9UMX0,O75084,1
Q9UMX0,P52789,1
Q9UMX0,P04155,1
Q9UMX0,O95967,1
Q9UMX0,P53816,1
Q9UMX0,Q96C03,1
Q9UMX0,Q9H0L4,1
Q9UMX0,Q9NPQ8,1
Q9UMX0,O14964,1
Q9UMX0,O14764,1
Q9UMX0,Q9BWD3,1
Q15884,O95817,1
Q15884,P31947,1
Q53H80,Q15834,1
P25791,Q15555,1
P25791,Q15038,1
P25791,Q96KQ7,1
P41219,P19012,1
P11802,P42772,1
Q96K80,Q96K80,1
Q96K80,Q93062,1
Q9UBP5,O15162,1
O75558,O75558,1
O75558,Q9Y6J9,1
P01019,Q01844,1
P15104,P15104,1
P15104,Q9H8W4,1
P15104,Q6ZVK8,1
Q96BY6,Q96LR2,1
O60573,P35900,1
O60573,Q9NRA8,1
O60573,Q9BQ66,1
O60573,O60516,1
Q9BZW7,Q14134,1
Q8NEU8,Q9UKG1,1
Q9NPJ6,O95379,1
Q9NPJ6,Q96CW1,1
Q9NPJ6,Q96EZ8,1
O43597,Q6UY14,1
O43597,O15162,1
O43597,O60269,1
O43597,Q9BQ66,1
O95199,O95199,1
O95199,Q9BT78,1
P49914,Q9Y3Q8,1
Q13137,Q13137,1
Q13137,O95251,1
Q13137,Q9H0R8,1
Q13137,Q8N5R6,1
Q13137,Q96ME1,1
Q13137,Q8TCX5,1
Q13137,P29353,1
Q13137,Q9UBV8,1
Q13137,Q15906,1
Q13137,Q14296,1
Q13137,O95990,1
Q13137,Q9UBZ4,1
Q13137,Q96S44,1
Q13137,Q9H9D4,1
Q13137,Q8N715,1
Q13137,Q9UBL6,1
Q13137,Q8IZC7,1
Q13137,Q15038,1
Q13137,Q8TES7,1
Q13137,Q3YEC7,1
Q13137,Q8IYF1,1
Q13137,Q9BQY9,1
O95251,Q96BR9,1
O95251,Q92997,1
O95251,Q8WZ19,1
O95251,P49910,1
O96019,Q01844,1
Q92844,Q5D1E8,1
Q9UBH0,P81877,1
Q92783,O14964,1
Q8N4T4,Q93062,1
Q9GZM5,O15162,1
P17096,Q01844,1
O94868,Q5M9N0,1
O94868,Q15834,1
P49407,O43298,1
Q14134,Q14134,1
Q14134,Q08379,1
Q14134,Q96AA8,1
Q14134,Q96CN9,1
Q14134,Q8TES7,1
Q14134,Q96JP2,1
Q9Y375,P43364,1
Q9UGJ1,Q96GA7,1
Q9UGJ1,Q08379,1
Q9UGJ1,P19012,1
Q9UGJ1,Q8NA61,1
Q9UGJ1,Q15834,1
Q9UGJ1,Q8TES7,1
Q9UHA3,Q9UJW3,1
Q52LW3,P43364,1
Q9C0D9,Q01844,1
Q9BU64,Q5SW79,1
O60941,Q9NP66,1
O60941,Q96A04,1
O60941,Q8ND30,1
O60941,Q15834,1
O60941,Q9BUH8,1
O60941,P37198,1
Q53EZ4,Q96HA1,1
Q9NYB9,P08727,1
Q9NYB9,P19012,1
Q9NYB9,P35900,1
Q8NEH6,Q01844,1
Q96S82,P54725,1
Q9BT78,Q9NS73,1
Q9BT78,Q15834,1
P52306,Q9NS73,1
Q7Z3B4,Q15834,1
Q7Z3B4,P37198,1
O60763,Q6P1W5,1
O60763,O14976,1
Q08209,Q96GX8,1
Q9H0R8,Q13501,1
Q6ZN18,O95751,1
Q6ZN18,Q86SE5,1
P50542,Q9NTG7,1
P50542,Q5T2W1,1
Q9BRT6,P08651,1
Q8WV24,O15162,1
Q8WV24,Q9BQ66,1
Q96HH6,Q96G97,1
Q96GA7,Q96GA7,1
Q9BT92,Q9Y5B8,1
Q9BT92,P19012,1
Q9BT92,Q15834,1
Q96NE9,Q9Y3Q8,1
Q16799,Q9H8W4,1
Q00796,Q00796,1
P84101,Q93062,1
Q8TBE0,Q92997,1
Q8TBE0,Q9BUH8,1
Q8TBE0,Q9BQ66,1
Q9NP66,Q9NP66,1
O60637,Q01844,1
Q8N5R6,P38159,1
Q8N5R6,Q96BR9,1
Q8N5R6,Q9Y3Q8,1
Q8N5R6,O60232,1
Q8N5R6,Q15834,1
Q8N5R6,O14964,1
Q8N5R6,O15162,1
Q8N5R6,Q96KQ7,1
Q8N5R6,O95073,1
O60936,O60936,1
O60936,Q9NVF9,1
O60936,Q9GZT8,1
O60936,P78324,1
Q9NX65,Q9NX65,1
Q9NX65,P57086,1
Q9NX65,P17028,1
Q9NX65,Q9P0L1,1
Q9BQ70,P43364,1
P38919,Q6PII3,1
P48730,Q92997,1
Q13485,Q01844,1
P83876,Q8TAI7,1
P08651,Q9H0I9,1
P08651,Q96J77,1
P08651,Q9P0L1,1
P17858,Q9BQ66,1
Q99961,Q99961,1
Q9H840,Q8WXD5,1
O00160,Q01844,1
Q96CN4,Q6ZVK8,1
Q8WTR7,Q8WV44,1
Q8WTR7,O95125,1
Q96D15,Q8IV36,1
Q8TAB5,Q5SW79,1
Q8TAB5,P19012,1
Q6P1W5,Q93062,1
Q6P1W5,Q8NDC0,1
Q6P1W5,Q15038,1
O00444,O00444,1
O00444,P31947,1
O00444,Q5VWP2,1
Q9H094,Q01844,1
Q9H094,Q8WW01,1
Q96MA1,P55345,1
Q96MA1,Q14005,1
Q96MA1,Q01844,1
Q96MA1,Q9GZT8,1
Q96MA1,Q9NZQ3,1
Q15427,O75177,1
Q15427,Q9Y4C2,1
Q6UY14,Q6UY11,1
Q6UY14,Q8NEC5,1
Q6UY14,Q13643,1
Q6UY14,O15162,1
Q6UY14,Q9BQ66,1
O00165,O00303,1
Q12905,P26641,1
Q5SW79,Q5SW79,1
Q5SW79,Q96HB5,1
Q5SW79,Q86SE5,1
P24666,Q9UHJ3,1
P62979,Q15038,1
P62308,Q96D03,1
O76071,Q9Y3D0,1
O76071,Q9H5X1,1
O76071,Q96M83,1
Q9Y3C4,Q96S44,1
Q96IJ6,Q9Y5P6,1
P27658,O95967,1
P27658,Q9BQ66,1
Q6UN15,O95639,1
Q96CG3,Q9GZT8,1
Q96CG3,Q6ZVK8,1
P81877,Q01844,1
P81877,Q86U70,1
Q93088,Q93088,1
O94817,Q05397,1
O94817,O15162,1
O94817,Q9BQ66,1
Q15025,Q96M61,1
Q96G75,Q01844,1
Q16558,Q01844,1
Q9Y247,Q15834,1
Q8WV44,Q96BR9,1
Q96PV7,O95751,1
O00221,P14923,1
Q15007,P43364,1
Q9BRJ6,Q15834,1
Q15233,Q15233,1
Q15233,Q9H8W4,1
Q96HB5,P19012,1
Q96HB5,Q15834,1
Q96HB5,Q15038,1
O15294,Q9H1M0,1
P60891,P60891,1
P60891,Q14558,1
P38159,P61978,1
P38159,Q9BTL3,1
Q969F0,Q96D59,1
P43358,P14927,1
P43358,Q8WW24,1
P43358,Q86WT6,1
O60496,Q96EK5,1
O15372,Q15834,1
Q9Y6M9,P43364,1
P42772,P43364,1
Q9NRF9,Q14919,1
Q9NR46,Q5M9N0,1
Q9NR46,P43355,1
Q8NE31,Q15834,1
P47804,Q96EK5,1
Q96GX9,Q96GX9,1
Q96GX9,Q6ZVK8,1
Q9H6J7,O94989,1
Q9H8E8,Q9NS73,1
Q8N684,P55345,1
Q8N684,O43809,1
Q8N684,Q96CN9,1
Q8N684,Q01844,1
Q86V42,P98175,1
Q86V42,P49910,1
P48643,O60232,1
Q03393,Q03393,1
Q969X0,Q969X0,1
P0CG48,Q15038,1
P06730,Q13541,1
Q9NS73,Q9NS73,1
Q9NS73,P33993,1
Q9NS73,Q9GZM8,1
Q9NS73,Q15834,1
Q9NS73,Q9H8W4,1
Q9NS73,Q96MT8,1
Q9NS73,P61964,1
Q9H9C1,Q9H267,1
Q12929,Q12929,1
Q12929,Q15834,1
Q12929,Q9UQB8,1
Q12929,O15482,1
Q8N6V9,Q8NEF3,1
Q8N6R1,P12277,1
Q8N6R1,Q01844,1
P48775,O95671,1
O95817,Q9UJY1,1
O95817,Q15038,1
Q9UJY1,Q9UBY9,1
Q86YM7,Q9BW04,1
Q9H5I1,Q01844,1
Q8N131,P43364,1
Q03014,O95967,1
Q03014,Q9BQ66,1
Q6PKC3,P19012,1
Q8TDX5,P43364,1
P49247,P49247,1
P49247,Q96HA8,1
P49247,Q9GZT8,1
Q9UEE9,Q01844,1
P53567,P35638,1
P53567,Q6EEV4,1
P53567,P55198,1
Q96AP4,Q8NEM2,1
Q9UKF7,Q6RW13,1
Q96PP8,Q96PP8,1
O14604,Q01844,1
P78310,Q01844,1
Q9NYK6,Q15834,1
Q96BD8,Q8NCU1,1
Q96ME1,O15162,1
Q96ME1,Q9BQ66,1
Q8TBK6,Q7Z7J5,1
Q8TBK6,Q96MF2,1
P08134,Q07960,1
Q96GT9,Q96KQ7,1
Q8N371,Q99447,1
Q53TS8,O60232,1
Q53TS8,Q15834,1
O43513,O14964,1
Q16520,O75971,1
Q16520,P35638,1
P57077,Q8N5C8,1
P14927,P43355,1
Q9BVJ6,Q15834,1
Q9BVJ6,O95751,1
Q96HA8,P00492,1
Q96HA8,P61457,1
Q96HA8,Q16637,1
Q96HA8,P14923,1
Q96HA8,P31947,1
Q96HA8,Q9H773,1
Q96HA8,P15531,1
O43924,P54725,1
O43924,P36404,1
Q93062,Q93062,1
Q93062,Q9NQ87,1
Q93062,Q14296,1
Q93062,Q96SI9,1
Q93062,Q15637,1
Q93062,Q9BTL3,1
Q93062,P17482,1
Q93062,Q9P0T4,1
Q93062,Q96LM6,1
Q93062,O43638,1
Q93062,Q01844,1
Q93062,Q15038,1
Q93062,Q96HA1,1
