protein1_pdb,protein2_pdb,protein1_uniprot,protein2_uniprot,interaction_type
6N35,4WU5,P01834,P61769,0
6N35,4X6F,P01834,P61769,0
6N35,5C0I,P01834,P61769,0
6N35,5CKA,P01834,P61769,0
6N35,5D9S,P01834,P61769,0
6N35,5DEF,P01834,P61769,0
6N35,5E00,P01834,P61769,0
6N35,5EU3,P01834,P61769,0
6N35,5EU6,P01834,P61769,0
6N35,5F9J,P01834,P61769,0
6N35,5FA4,P01834,P61769,0
6N35,5GRD,P01834,P61769,0
6N35,5GSR,P01834,P61769,0
6N35,5GSV,P01834,P61769,0
6N35,5HHP,P01834,P61769,0
6N35,5J1A,P01834,P61769,0
6N35,5KNM,P01834,P61769,0
6N35,5L2J,P01834,P61769,0
6N35,5N1Y,P01834,P61769,0
6N35,5NMH,P01834,P61769,0
6N35,5NMK,P01834,P61769,0
6N35,5SWQ,P01834,P61769,0
6N35,5T6W,P01834,P61769,0
6N35,5T6Y,P01834,P61769,0
6N35,5TXS,P01834,P61769,0
6N35,5V5M,P01834,P61769,0
6N35,5VUD,P01834,P61769,0
6N35,5VUE,P01834,P61769,0
6N35,5VWF,P01834,P61769,0
6N35,5VWH,P01834,P61769,0
6N35,5W67,P01834,P61769,0
6N35,5WMO,P01834,P61769,0
6N35,5WMQ,P01834,P61769,0
6N35,5WXC,P01834,P61769,0
6N35,6AT9,P01834,P61769,0
6N35,6C15,P01834,P61769,0
6N35,6D2R,P01834,P61769,0
6N35,6EI2,P01834,P61769,0
6N35,6EWO,P01834,P61769,0
6N35,6FGB,P01834,P61769,0
6N35,6IEX,P01834,P61769,0
6N35,6ILM,P01834,P61769,0
6N35,6J2E,P01834,P61769,0
6N35,6J2J,P01834,P61769,0
6N35,6JP3,P01834,P61769,0
6N35,6JTO,P01834,P61769,0
6N35,6K7T,P01834,P61769,0
6N35,6M2J,P01834,P61769,0
6N35,6MT6,P01834,P61769,0
6N35,6MTL,P01834,P61769,0
6N35,6MTM,P01834,P61769,0
6N35,6NUX,P01834,P61769,0
6N35,6O4Z,P01834,P61769,0
6N35,6O51,P01834,P61769,0
6N35,6P27,P01834,P61769,0
6N35,6PYJ,P01834,P61769,0
6N35,6PYV,P01834,P61769,0
6N35,6QIP,P01834,P61769,0
6N35,6RPA,P01834,P61769,0
6N35,6TDO,P01834,P61769,0
6N35,6TDS,P01834,P61769,0
6N35,6TRN,P01834,P61769,0
6N35,6UJ8,P01834,P61769,0
6N35,6UJO,P01834,P61769,0
6N35,6ULK,P01834,P61769,0
6N35,6UZO,P01834,P61769,0
6N35,6V2Q,P01834,P61769,0
6N35,6VB2,P01834,P61769,0
6N35,6VB4,P01834,P61769,0
6N35,6VB7,P01834,P61769,0
6N35,6VIU,P01834,P61769,0
6N35,6VQ2,P01834,P61769,0
6N35,6WNA,P01834,P61769,0
6N35,6WZY,P01834,P61769,0
6N35,6Y27,P01834,P61769,0
6N35,6Y29,P01834,P61769,0
6N35,6Y2A,P01834,P61769,0
6N35,6ZKW,P01834,P61769,0
6N35,7DUU,P01834,P61769,0
6N35,7JWI,P01834,P61769,0
6N35,7JYU,P01834,P61769,0
6N35,7JYV,P01834,P61769,0
6N35,7KGQ,P01834,P61769,0
6N35,7KGR,P01834,P61769,0
6N35,7KP0,P01834,P61769,0
6N35,7L1B,P01834,P61769,0
6N35,7LFZ,P01834,P61769,0
6N35,7LG0,P01834,P61769,0
6N35,7LG2,P01834,P61769,0
6N35,7MJ7,P01834,P61769,0
6N35,7MJA,P01834,P61769,0
6N35,7N1B,P01834,P61769,0
6N35,7N5C,P01834,P61769,0
6N35,7N5P,P01834,P61769,0
6N35,7N5Q,P01834,P61769,0
6N35,7NUI,P01834,P61769,0
6N35,7R7W,P01834,P61769,0
6N35,7R7Y,P01834,P61769,0
6N35,7R80,P01834,P61769,0
6N35,7RTD,P01834,P61769,0
6N35,7RYM,P01834,P61769,0
6N35,7S7F,P01834,P61769,0
6N35,7S8Q,P01834,P61769,0
6N35,7S8S,P01834,P61769,0
6N35,7SIH,P01834,P61769,0
6N35,7SIS,P01834,P61769,0
6N35,7STF,P01834,P61769,0
6N35,7TLT,P01834,P61769,0
6N35,7TUC,P01834,P61769,0
6N35,7TUD,P01834,P61769,0
6N35,7TUE,P01834,P61769,0
6N35,7UM2,P01834,P61769,0
6N35,7WKJ,P01834,P61769,0
6N35,7WT3,P01834,P61769,0
6N35,7XF3,P01834,P61769,0
6N35,8A7O,P01834,P61769,0
6N35,8DV4,P01834,P61769,0
6N35,8DVG,P01834,P61769,0
6N35,8E2Z,P01834,P61769,0
6N35,8EC5,P01834,P61769,0
6N35,8ESA,P01834,P61769,0
6N35,8GLE,P01834,P61769,0
6N35,8GLH,P01834,P61769,0
6N35,8GOM,P01834,P61769,0
6N35,8ISN,P01834,P61769,0
6N35,8SBK,P01834,P61769,0
1A4K,7LYD,P01834,Q05320,0
1A4K,7M2D,P01834,Q05320,0
1CLY,7LYD,P01834,Q05320,0
1CLY,7M2D,P01834,Q05320,0
1GAF,7LYD,P01834,Q05320,0
1GAF,7M2D,P01834,Q05320,0
1HEZ,7LYD,P01834,Q05320,0
1HEZ,7M2D,P01834,Q05320,0
1HZH,7LYD,P01834,Q05320,0
1HZH,7M2D,P01834,Q05320,0
3BQU,7LYD,P01834,Q05320,0
3BQU,7M2D,P01834,Q05320,0
3D85,7LYD,P01834,Q05320,0
3D85,7M2D,P01834,Q05320,0
3DVG,7LYD,P01834,Q05320,0
3DVG,7M2D,P01834,Q05320,0
3X12,7LYD,P01834,Q05320,0
3X12,7M2D,P01834,Q05320,0
4D9R,7LYD,P01834,Q05320,0
4D9R,7M2D,P01834,Q05320,0
6B9Y,7LYD,P01834,Q05320,0
6B9Y,7M2D,P01834,Q05320,0
6B9Z,7LYD,P01834,Q05320,0
6B9Z,7M2D,P01834,Q05320,0
6BAH,7LYD,P01834,Q05320,0
6BAH,7M2D,P01834,Q05320,0
6N32,7LYD,P01834,Q05320,0
6N32,7M2D,P01834,Q05320,0
6N35,7LYD,P01834,Q05320,0
6N35,7M2D,P01834,Q05320,0
1A0Q,1FYT,P01837,P03437,0
1A0Q,1HTM,P01837,P03437,0
1A0Q,1J8H,P01837,P03437,0
1A0Q,1PYW,P01837,P03437,0
1A0Q,1QFU,P01837,P03437,0
1A0Q,2VIS,P01837,P03437,0
1A0Q,3S5L,P01837,P03437,0
1CIC,1FYT,P01837,P03437,0
1CIC,1HTM,P01837,P03437,0
1CIC,1J8H,P01837,P03437,0
1CIC,1PYW,P01837,P03437,0
1CIC,1QFU,P01837,P03437,0
1CIC,2VIS,P01837,P03437,0
1CIC,3S5L,P01837,P03437,0
1E4X,1FYT,P01837,P03437,0
1E4X,1HTM,P01837,P03437,0
1E4X,1J8H,P01837,P03437,0
1E4X,1PYW,P01837,P03437,0
1E4X,1QFU,P01837,P03437,0
1E4X,2VIS,P01837,P03437,0
1E4X,3S5L,P01837,P03437,0
1IAI,1FYT,P01837,P03437,0
1IAI,1HTM,P01837,P03437,0
1IAI,1J8H,P01837,P03437,0
1IAI,1PYW,P01837,P03437,0
1IAI,1QFU,P01837,P03437,0
1IAI,2VIS,P01837,P03437,0
1IAI,3S5L,P01837,P03437,0
1JNN,1FYT,P01837,P03437,0
1JNN,1HTM,P01837,P03437,0
1JNN,1J8H,P01837,P03437,0
1JNN,1PYW,P01837,P03437,0
1JNN,1QFU,P01837,P03437,0
1JNN,2VIS,P01837,P03437,0
1JNN,3S5L,P01837,P03437,0
1JRH,1FYT,P01837,P03437,0
1JRH,1HTM,P01837,P03437,0
1JRH,1J8H,P01837,P03437,0
1JRH,1PYW,P01837,P03437,0
1JRH,1QFU,P01837,P03437,0
1JRH,2VIS,P01837,P03437,0
1JRH,3S5L,P01837,P03437,0
1KC5,1FYT,P01837,P03437,0
1KC5,1HTM,P01837,P03437,0
1KC5,1J8H,P01837,P03437,0
1KC5,1PYW,P01837,P03437,0
1KC5,1QFU,P01837,P03437,0
1KC5,2VIS,P01837,P03437,0
1KC5,3S5L,P01837,P03437,0
1KCR,1FYT,P01837,P03437,0
1KCR,1HTM,P01837,P03437,0
1KCR,1J8H,P01837,P03437,0
1KCR,1PYW,P01837,P03437,0
1KCR,1QFU,P01837,P03437,0
1KCR,2VIS,P01837,P03437,0
1KCR,3S5L,P01837,P03437,0
1NDM,1FYT,P01837,P03437,0
1NDM,1HTM,P01837,P03437,0
1NDM,1J8H,P01837,P03437,0
1NDM,1PYW,P01837,P03437,0
1NDM,1QFU,P01837,P03437,0
1NDM,2VIS,P01837,P03437,0
1NDM,3S5L,P01837,P03437,0
1OB1,1FYT,P01837,P03437,0
1OB1,1HTM,P01837,P03437,0
1OB1,1J8H,P01837,P03437,0
1OB1,1PYW,P01837,P03437,0
1OB1,1QFU,P01837,P03437,0
1OB1,2VIS,P01837,P03437,0
1OB1,3S5L,P01837,P03437,0
1ORS,1FYT,P01837,P03437,0
1ORS,1HTM,P01837,P03437,0
1ORS,1J8H,P01837,P03437,0
1ORS,1PYW,P01837,P03437,0
1ORS,1QFU,P01837,P03437,0
1ORS,2VIS,P01837,P03437,0
1ORS,3S5L,P01837,P03437,0
1P2C,1FYT,P01837,P03437,0
1P2C,1HTM,P01837,P03437,0
1P2C,1J8H,P01837,P03437,0
1P2C,1PYW,P01837,P03437,0
1P2C,1QFU,P01837,P03437,0
1P2C,2VIS,P01837,P03437,0
1P2C,3S5L,P01837,P03437,0
1QGC,1FYT,P01837,P03437,0
1QGC,1HTM,P01837,P03437,0
1QGC,1J8H,P01837,P03437,0
1QGC,1PYW,P01837,P03437,0
1QGC,1QFU,P01837,P03437,0
1QGC,2VIS,P01837,P03437,0
1QGC,3S5L,P01837,P03437,0
1S5H,1FYT,P01837,P03437,0
1S5H,1HTM,P01837,P03437,0
1S5H,1J8H,P01837,P03437,0
1S5H,1PYW,P01837,P03437,0
1S5H,1QFU,P01837,P03437,0
1S5H,2VIS,P01837,P03437,0
1S5H,3S5L,P01837,P03437,0
1UWX,1FYT,P01837,P03437,0
1UWX,1HTM,P01837,P03437,0
1UWX,1J8H,P01837,P03437,0
1UWX,1PYW,P01837,P03437,0
1UWX,1QFU,P01837,P03437,0
1UWX,2VIS,P01837,P03437,0
1UWX,3S5L,P01837,P03437,0
2ADF,1FYT,P01837,P03437,0
2ADF,1HTM,P01837,P03437,0
2ADF,1J8H,P01837,P03437,0
2ADF,1PYW,P01837,P03437,0
2ADF,1QFU,P01837,P03437,0
2ADF,2VIS,P01837,P03437,0
2ADF,3S5L,P01837,P03437,0
2ADJ,1FYT,P01837,P03437,0
2ADJ,1HTM,P01837,P03437,0
2ADJ,1J8H,P01837,P03437,0
2ADJ,1PYW,P01837,P03437,0
2ADJ,1QFU,P01837,P03437,0
2ADJ,2VIS,P01837,P03437,0
2ADJ,3S5L,P01837,P03437,0
2AJZ,1FYT,P01837,P03437,0
2AJZ,1HTM,P01837,P03437,0
2AJZ,1J8H,P01837,P03437,0
2AJZ,1PYW,P01837,P03437,0
2AJZ,1QFU,P01837,P03437,0
2AJZ,2VIS,P01837,P03437,0
2AJZ,3S5L,P01837,P03437,0
2AK1,1FYT,P01837,P03437,0
2AK1,1HTM,P01837,P03437,0
2AK1,1J8H,P01837,P03437,0
2AK1,1PYW,P01837,P03437,0
2AK1,1QFU,P01837,P03437,0
2AK1,2VIS,P01837,P03437,0
2AK1,3S5L,P01837,P03437,0
2H8P,1FYT,P01837,P03437,0
2H8P,1HTM,P01837,P03437,0
2H8P,1J8H,P01837,P03437,0
2H8P,1PYW,P01837,P03437,0
2H8P,1QFU,P01837,P03437,0
2H8P,2VIS,P01837,P03437,0
2H8P,3S5L,P01837,P03437,0
2R1Y,1FYT,P01837,P03437,0
2R1Y,1HTM,P01837,P03437,0
2R1Y,1J8H,P01837,P03437,0
2R1Y,1PYW,P01837,P03437,0
2R1Y,1QFU,P01837,P03437,0
2R1Y,2VIS,P01837,P03437,0
2R1Y,3S5L,P01837,P03437,0
2W9D,1FYT,P01837,P03437,0
2W9D,1HTM,P01837,P03437,0
2W9D,1J8H,P01837,P03437,0
2W9D,1PYW,P01837,P03437,0
2W9D,1QFU,P01837,P03437,0
2W9D,2VIS,P01837,P03437,0
2W9D,3S5L,P01837,P03437,0
2ZJS,1FYT,P01837,P03437,0
2ZJS,1HTM,P01837,P03437,0
2ZJS,1J8H,P01837,P03437,0
2ZJS,1PYW,P01837,P03437,0
2ZJS,1QFU,P01837,P03437,0
2ZJS,2VIS,P01837,P03437,0
2ZJS,3S5L,P01837,P03437,0
3BQU,1FYT,P01837,P03437,0
3BQU,1HTM,P01837,P03437,0
3BQU,1J8H,P01837,P03437,0
3BQU,1PYW,P01837,P03437,0
3BQU,1QFU,P01837,P03437,0
3BQU,2VIS,P01837,P03437,0
3BT2,1FYT,P01837,P03437,0
3BT2,1HTM,P01837,P03437,0
3BT2,1J8H,P01837,P03437,0
3BT2,1PYW,P01837,P03437,0
3BT2,1QFU,P01837,P03437,0
3BT2,2VIS,P01837,P03437,0
3BT2,3S5L,P01837,P03437,0
3HFM,1FYT,P01837,P03437,0
3HFM,1HTM,P01837,P03437,0
3HFM,1J8H,P01837,P03437,0
3HFM,1PYW,P01837,P03437,0
3HFM,1QFU,P01837,P03437,0
3HFM,2VIS,P01837,P03437,0
3HFM,3S5L,P01837,P03437,0
1A0Q,1JHK,P01837,Q7TS98,0
1A0Q,1JNN,P01837,Q7TS98,0
1A0Q,5TR8,P01837,Q7TS98,0
1CIC,1JHK,P01837,Q7TS98,0
1CIC,1JNN,P01837,Q7TS98,0
1CIC,5TR8,P01837,Q7TS98,0
1E4X,1JHK,P01837,Q7TS98,0
1E4X,1JNN,P01837,Q7TS98,0
1E4X,5TR8,P01837,Q7TS98,0
1IAI,1JHK,P01837,Q7TS98,0
1IAI,1JNN,P01837,Q7TS98,0
1IAI,5TR8,P01837,Q7TS98,0
1JNN,1JHK,P01837,Q7TS98,0
1JNN,1JNN,P01837,Q7TS98,0
1JNN,5TR8,P01837,Q7TS98,0
1JRH,1JHK,P01837,Q7TS98,0
1JRH,1JNN,P01837,Q7TS98,0
1JRH,5TR8,P01837,Q7TS98,0
1KC5,1JHK,P01837,Q7TS98,0
1KC5,1JNN,P01837,Q7TS98,0
1KC5,5TR8,P01837,Q7TS98,0
1KCR,1JHK,P01837,Q7TS98,0
1KCR,1JNN,P01837,Q7TS98,0
1KCR,5TR8,P01837,Q7TS98,0
1NDM,1JHK,P01837,Q7TS98,0
1NDM,1JNN,P01837,Q7TS98,0
1NDM,5TR8,P01837,Q7TS98,0
1OB1,1JHK,P01837,Q7TS98,0
1OB1,1JNN,P01837,Q7TS98,0
1OB1,5TR8,P01837,Q7TS98,0
1ORS,1JHK,P01837,Q7TS98,0
1ORS,1JNN,P01837,Q7TS98,0
1ORS,5TR8,P01837,Q7TS98,0
1P2C,1JHK,P01837,Q7TS98,0
1P2C,1JNN,P01837,Q7TS98,0
1P2C,5TR8,P01837,Q7TS98,0
1QGC,1JHK,P01837,Q7TS98,0
1QGC,1JNN,P01837,Q7TS98,0
1QGC,5TR8,P01837,Q7TS98,0
1S5H,1JHK,P01837,Q7TS98,0
1S5H,1JNN,P01837,Q7TS98,0
1S5H,5TR8,P01837,Q7TS98,0
1UWX,1JHK,P01837,Q7TS98,0
1UWX,1JNN,P01837,Q7TS98,0
1UWX,5TR8,P01837,Q7TS98,0
2ADF,1JHK,P01837,Q7TS98,0
2ADF,1JNN,P01837,Q7TS98,0
2ADF,5TR8,P01837,Q7TS98,0
2ADJ,1JHK,P01837,Q7TS98,0
2ADJ,1JNN,P01837,Q7TS98,0
2ADJ,5TR8,P01837,Q7TS98,0
2AJZ,1JHK,P01837,Q7TS98,0
2AJZ,1JNN,P01837,Q7TS98,0
2AJZ,5TR8,P01837,Q7TS98,0
2AK1,1JHK,P01837,Q7TS98,0
2AK1,1JNN,P01837,Q7TS98,0
2AK1,5TR8,P01837,Q7TS98,0
2H8P,1JHK,P01837,Q7TS98,0
2H8P,1JNN,P01837,Q7TS98,0
2H8P,5TR8,P01837,Q7TS98,0
2R1Y,1JHK,P01837,Q7TS98,0
2R1Y,1JNN,P01837,Q7TS98,0
2R1Y,5TR8,P01837,Q7TS98,0
2W9D,1JHK,P01837,Q7TS98,0
2W9D,1JNN,P01837,Q7TS98,0
2W9D,5TR8,P01837,Q7TS98,0
2ZJS,1JHK,P01837,Q7TS98,0
2ZJS,1JNN,P01837,Q7TS98,0
2ZJS,5TR8,P01837,Q7TS98,0
3BQU,1JHK,P01837,Q7TS98,0
3BQU,5TR8,P01837,Q7TS98,0
3BT2,1JHK,P01837,Q7TS98,0
3BT2,1JNN,P01837,Q7TS98,0
3BT2,5TR8,P01837,Q7TS98,0
3HFM,1JHK,P01837,Q7TS98,0
3HFM,1JNN,P01837,Q7TS98,0
3HFM,5TR8,P01837,Q7TS98,0
1FYT,1BQH,P01848,P01887,0
1FYT,1BZ9,P01848,P01887,0
1FYT,1DDH,P01848,P01887,0
1FYT,1FFO,P01848,P01887,0
1FYT,1FO0,P01848,P01887,0
1FYT,1FZJ,P01848,P01887,0
1FYT,1FZK,P01848,P01887,0
1FYT,1FZM,P01848,P01887,0
1FYT,1FZO,P01848,P01887,0
1FYT,1G7P,P01848,P01887,0
1FYT,1HOC,P01848,P01887,0
1FYT,1INQ,P01848,P01887,0
1FYT,1JPF,P01848,P01887,0
1FYT,1JUF,P01848,P01887,0
1FYT,1K8D,P01848,P01887,0
1FYT,1KBG,P01848,P01887,0
1FYT,1KJ2,P01848,P01887,0
1FYT,1KJ3,P01848,P01887,0
1FYT,1KPU,P01848,P01887,0
1FYT,1KPV,P01848,P01887,0
1FYT,1LD9,P01848,P01887,0
1FYT,1LEG,P01848,P01887,0
1FYT,1LEK,P01848,P01887,0
1FYT,1MHC,P01848,P01887,0
1FYT,1N59,P01848,P01887,0
1FYT,1NAM,P01848,P01887,0
1FYT,1NEZ,P01848,P01887,0
1FYT,1P4L,P01848,P01887,0
1FYT,1PQZ,P01848,P01887,0
1FYT,1QO3,P01848,P01887,0
1FYT,1RJZ,P01848,P01887,0
1FYT,1RK0,P01848,P01887,0
1FYT,1RK1,P01848,P01887,0
1FYT,1S7Q,P01848,P01887,0
1FYT,1S7S,P01848,P01887,0
1FYT,1T0N,P01848,P01887,0
1FYT,1VAC,P01848,P01887,0
1FYT,1VAD,P01848,P01887,0
1FYT,1WBX,P01848,P01887,0
1FYT,1WBY,P01848,P01887,0
1FYT,1WBZ,P01848,P01887,0
1FYT,1YN6,P01848,P01887,0
1FYT,1YN7,P01848,P01887,0
1FYT,2CLV,P01848,P01887,0
1FYT,2CLZ,P01848,P01887,0
1FYT,2FO4,P01848,P01887,0
1FYT,2FWO,P01848,P01887,0
1FYT,2OL3,P01848,P01887,0
1FYT,2QRI,P01848,P01887,0
1FYT,2VAA,P01848,P01887,0
1FYT,3BUY,P01848,P01887,0
1FYT,3CPL,P01848,P01887,0
1FYT,3DMM,P01848,P01887,0
1FYT,3FOL,P01848,P01887,0
1FYT,3FOM,P01848,P01887,0
1FYT,3FTG,P01848,P01887,0
1FYT,3G08,P01848,P01887,0
1FYT,3GML,P01848,P01887,0
1FYT,3GMM,P01848,P01887,0
1FYT,3GMO,P01848,P01887,0
1FYT,3GMQ,P01848,P01887,0
1FYT,3GMR,P01848,P01887,0
1FYT,3HE6,P01848,P01887,0
1FYT,3HE7,P01848,P01887,0
1FYT,3ILP,P01848,P01887,0
1FYT,3NWM,P01848,P01887,0
1FYT,3P4M,P01848,P01887,0
1FYT,3P4N,P01848,P01887,0
1FYT,3P4O,P01848,P01887,0
1FYT,3P9L,P01848,P01887,0
1FYT,3P9M,P01848,P01887,0
1FYT,3PAB,P01848,P01887,0
1FYT,3PWU,P01848,P01887,0
1FYT,3ROL,P01848,P01887,0
1FYT,3SDD,P01848,P01887,0
1FYT,3T1F,P01848,P01887,0
1FYT,4IHO,P01848,P01887,0
1FYT,4L8B,P01848,P01887,0
1FYT,4L8D,P01848,P01887,0
1FYT,4MQ7,P01848,P01887,0
1FYT,4MX7,P01848,P01887,0
1FYT,4NSK,P01848,P01887,0
1FYT,4PG2,P01848,P01887,0
1FYT,4PG9,P01848,P01887,0
1FYT,4PGD,P01848,P01887,0
1FYT,4PGE,P01848,P01887,0
1FYT,4ZUT,P01848,P01887,0
1FYT,4ZUU,P01848,P01887,0
1FYT,5E8O,P01848,P01887,0
1FYT,5EFI,P01848,P01887,0
1FYT,5KD4,P01848,P01887,0
1FYT,5OQF,P01848,P01887,0
1FYT,5OQH,P01848,P01887,0
1FYT,5WEU,P01848,P01887,0
1FYT,6C5M,P01848,P01887,0
1FYT,6C6F,P01848,P01887,0
1FYT,6C6H,P01848,P01887,0
1FYT,6CW6,P01848,P01887,0
1FYT,6CWB,P01848,P01887,0
1FYT,6CWE,P01848,P01887,0
1FYT,6CX5,P01848,P01887,0
1FYT,6CX9,P01848,P01887,0
1FYT,6CXF,P01848,P01887,0
1FYT,6CYW,P01848,P01887,0
1FYT,6E1I,P01848,P01887,0
1FYT,6GB5,P01848,P01887,0
1FYT,6OJP,P01848,P01887,0
1FYT,7WCY,P01848,P01887,0
1FYT,8D5K,P01848,P01887,0
1FYT,8FHL,P01848,P01887,0
1J8H,1BQH,P01848,P01887,0
1J8H,1BZ9,P01848,P01887,0
1J8H,1DDH,P01848,P01887,0
1J8H,1FFO,P01848,P01887,0
1J8H,1FO0,P01848,P01887,0
1J8H,1FZJ,P01848,P01887,0
1J8H,1FZK,P01848,P01887,0
1J8H,1FZM,P01848,P01887,0
1J8H,1FZO,P01848,P01887,0
1J8H,1G7P,P01848,P01887,0
1J8H,1HOC,P01848,P01887,0
1J8H,1INQ,P01848,P01887,0
1J8H,1JPF,P01848,P01887,0
1J8H,1JUF,P01848,P01887,0
1J8H,1K8D,P01848,P01887,0
1J8H,1KBG,P01848,P01887,0
1J8H,1KJ2,P01848,P01887,0
1J8H,1KJ3,P01848,P01887,0
1J8H,1KPU,P01848,P01887,0
1J8H,1KPV,P01848,P01887,0
1J8H,1LD9,P01848,P01887,0
1J8H,1LEG,P01848,P01887,0
1J8H,1LEK,P01848,P01887,0
1J8H,1MHC,P01848,P01887,0
1J8H,1N59,P01848,P01887,0
1J8H,1NAM,P01848,P01887,0
1J8H,1NEZ,P01848,P01887,0
1J8H,1P4L,P01848,P01887,0
1J8H,1PQZ,P01848,P01887,0
1J8H,1QO3,P01848,P01887,0
1J8H,1RJZ,P01848,P01887,0
1J8H,1RK0,P01848,P01887,0
1J8H,1RK1,P01848,P01887,0
1J8H,1S7Q,P01848,P01887,0
1J8H,1S7S,P01848,P01887,0
1J8H,1T0N,P01848,P01887,0
1J8H,1VAC,P01848,P01887,0
1J8H,1VAD,P01848,P01887,0
1J8H,1WBX,P01848,P01887,0
1J8H,1WBY,P01848,P01887,0
1J8H,1WBZ,P01848,P01887,0
1J8H,1YN6,P01848,P01887,0
1J8H,1YN7,P01848,P01887,0
1J8H,2CLV,P01848,P01887,0
1J8H,2CLZ,P01848,P01887,0
1J8H,2FO4,P01848,P01887,0
1J8H,2FWO,P01848,P01887,0
1J8H,2OL3,P01848,P01887,0
1J8H,2QRI,P01848,P01887,0
1J8H,2VAA,P01848,P01887,0
1J8H,3BUY,P01848,P01887,0
1J8H,3CPL,P01848,P01887,0
1J8H,3DMM,P01848,P01887,0
1J8H,3FOL,P01848,P01887,0
1J8H,3FOM,P01848,P01887,0
1J8H,3FTG,P01848,P01887,0
1J8H,3G08,P01848,P01887,0
1J8H,3GML,P01848,P01887,0
1J8H,3GMM,P01848,P01887,0
1J8H,3GMO,P01848,P01887,0
1J8H,3GMQ,P01848,P01887,0
1J8H,3GMR,P01848,P01887,0
1J8H,3HE6,P01848,P01887,0
1J8H,3HE7,P01848,P01887,0
1J8H,3ILP,P01848,P01887,0
1J8H,3NWM,P01848,P01887,0
1J8H,3P4M,P01848,P01887,0
1J8H,3P4N,P01848,P01887,0
1J8H,3P4O,P01848,P01887,0
1J8H,3P9L,P01848,P01887,0
1J8H,3P9M,P01848,P01887,0
1J8H,3PAB,P01848,P01887,0
1J8H,3PWU,P01848,P01887,0
1J8H,3ROL,P01848,P01887,0
1J8H,3SDD,P01848,P01887,0
1J8H,3T1F,P01848,P01887,0
1J8H,4IHO,P01848,P01887,0
1J8H,4L8B,P01848,P01887,0
1J8H,4L8D,P01848,P01887,0
1J8H,4MQ7,P01848,P01887,0
1J8H,4MX7,P01848,P01887,0
1J8H,4NSK,P01848,P01887,0
1J8H,4PG2,P01848,P01887,0
1J8H,4PG9,P01848,P01887,0
1J8H,4PGD,P01848,P01887,0
1J8H,4PGE,P01848,P01887,0
1J8H,4ZUT,P01848,P01887,0
1J8H,4ZUU,P01848,P01887,0
1J8H,5E8O,P01848,P01887,0
1J8H,5EFI,P01848,P01887,0
1J8H,5KD4,P01848,P01887,0
1J8H,5OQF,P01848,P01887,0
1J8H,5OQH,P01848,P01887,0
1J8H,5WEU,P01848,P01887,0
1J8H,6C5M,P01848,P01887,0
1J8H,6C6F,P01848,P01887,0
1J8H,6C6H,P01848,P01887,0
1J8H,6CW6,P01848,P01887,0
1J8H,6CWB,P01848,P01887,0
1J8H,6CWE,P01848,P01887,0
1J8H,6CX5,P01848,P01887,0
1J8H,6CX9,P01848,P01887,0
1J8H,6CXF,P01848,P01887,0
1J8H,6CYW,P01848,P01887,0
1J8H,6E1I,P01848,P01887,0
1J8H,6GB5,P01848,P01887,0
1J8H,6OJP,P01848,P01887,0
1J8H,7WCY,P01848,P01887,0
1J8H,8D5K,P01848,P01887,0
1J8H,8FHL,P01848,P01887,0
1KGC,1BQH,P01848,P01887,0
1KGC,1BZ9,P01848,P01887,0
1KGC,1DDH,P01848,P01887,0
1KGC,1FFO,P01848,P01887,0
1KGC,1FO0,P01848,P01887,0
1KGC,1FZJ,P01848,P01887,0
1KGC,1FZK,P01848,P01887,0
1KGC,1FZM,P01848,P01887,0
1KGC,1FZO,P01848,P01887,0
1KGC,1G7P,P01848,P01887,0
1KGC,1HOC,P01848,P01887,0
1KGC,1INQ,P01848,P01887,0
1KGC,1JPF,P01848,P01887,0
1KGC,1JUF,P01848,P01887,0
1KGC,1K8D,P01848,P01887,0
1KGC,1KBG,P01848,P01887,0
1KGC,1KJ2,P01848,P01887,0
1KGC,1KJ3,P01848,P01887,0
1KGC,1KPU,P01848,P01887,0
1KGC,1KPV,P01848,P01887,0
1KGC,1LD9,P01848,P01887,0
1KGC,1LEG,P01848,P01887,0
1KGC,1LEK,P01848,P01887,0
1KGC,1MHC,P01848,P01887,0
1KGC,1N59,P01848,P01887,0
1KGC,1NAM,P01848,P01887,0
1KGC,1NEZ,P01848,P01887,0
1KGC,1P4L,P01848,P01887,0
1KGC,1PQZ,P01848,P01887,0
1KGC,1QO3,P01848,P01887,0
1KGC,1RJZ,P01848,P01887,0
1KGC,1RK0,P01848,P01887,0
1KGC,1RK1,P01848,P01887,0
1KGC,1S7Q,P01848,P01887,0
1KGC,1S7S,P01848,P01887,0
1KGC,1T0N,P01848,P01887,0
1KGC,1VAC,P01848,P01887,0
1KGC,1VAD,P01848,P01887,0
1KGC,1WBX,P01848,P01887,0
1KGC,1WBY,P01848,P01887,0
1KGC,1WBZ,P01848,P01887,0
1KGC,1YN6,P01848,P01887,0
1KGC,1YN7,P01848,P01887,0
1KGC,2CLV,P01848,P01887,0
1KGC,2CLZ,P01848,P01887,0
1KGC,2FO4,P01848,P01887,0
1KGC,2FWO,P01848,P01887,0
1KGC,2OL3,P01848,P01887,0
1KGC,2QRI,P01848,P01887,0
1KGC,2VAA,P01848,P01887,0
1KGC,3BUY,P01848,P01887,0
1KGC,3CPL,P01848,P01887,0
